author,published,summary,is_com_or_sub,link,id,title,published_parsed
Prinzessin_LilliFee,2022-05-05 21:05:00+00:00,Ja ja nur Abwarten! In ein paar Jahren kann sich die Unter- und Mittelschicht eh kein Fahrzeug mehr leisten.,com,https://www.20min.ch/comment/139019297679,139019297679.0,,
Chäsloch,2022-05-05 21:02:00+00:00,Mir egal. Ich fahre Töff.,com,https://www.20min.ch/comment/139019297679,139019297679.0,,
Alumdria,2022-05-05 21:01:00+00:00,"In Zukunft wird es sowieso Autos geben die vollautonom fahren. Schaut mal MobilEye oder Waymo an. Auto Hersteller wie Tesla oder Nio sind nur der Anfang, ob ihr wollt oder nicht.",com,https://www.20min.ch/comment/139019297679,139019297679.0,,
Haubi3,2022-05-05 12:49:00+00:00,"Kreisel sind keine Stopp-strassen, wissen viele nicht",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
DinoBag,2022-05-05 12:43:00+00:00,"Kreisel sind schon gut, wenn die Schweizer Autofahrer endlich lernen würden, wie man im und zum Kreisel fährt. Leider zähle ich Schweizer Autofahrer zu den schlechtesten ganz Europas und somit auch als Hauptschuldige an der Verhinderung eines Verkehrsflusses. Beispiele? Würde sagen ca. 80% blinkt falsch beim Kreisel, Linsblinken beim Reinfahren, Nichtblinken beim Rausfahren, 50% macht auch beim leeren Kreisel einen Vollstop oder Rollstop, 50% bremst auf Schritttempo bereits 500m vor dem Kreisel statt lineare Temporeduktion zum Kreisel,  70% fährt erst in den Kreisel rein wenn das Auto im Kreisel bereits 50m aus dem Kreisel rausgefahren ist, 70% fährt nicht in den Kreisel rein auch wenn das Auto im Kreisel mit Blinker signalisiert, dass es rausfährt, 60% fährt Schrittempo im Kreisel, usw. usw.  Sehe ich jeden Tag. Somit reichen 3 Autos pro Kreiseleinfahrt bereits, um Kaos, Verkehrsbehinderungen und Rückstau zu verursachen. Ob Ampeln was bringen? Nein, Schweizer können auch das nicht. ",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Denkanstoss,2022-05-05 12:41:00+00:00,"Cool, bauen wir wieder alle Kreisel zu Kreuzungen um. Das schafft viele Arbeitsplätze, kostet den Steuerzahler Millionen und bringt nichts. Dafür können wir dann in 15 Jahren wieder Kreisel bauen.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
OrwellWarEinOptimist,2022-05-05 12:38:00+00:00,"Kreisel sind nur dann besser, wenn die Fahrzeuglenker auch Kreiselfaren können, und nicht an der Einfahrt warten bis alle 5 Eingänge frei sind bis sie fahren.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
HOSCHY68,2022-05-05 12:35:00+00:00,"Das Problem ist, 90% können nicht Kreiselfahren. ",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
armer-Leuchter,2022-05-05 12:15:00+00:00,"neue Generation Raumplaner, das Rad mal wieder neu erfinden, besser wird es nicht, aber es gibt Arbeit,... und dann so in 20 Jahren das ganze zurück.... Sinnvoll ...",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
möögg,2022-05-05 12:15:00+00:00,"Aber Ampeln die Verkehrsteilnehmer erfassen und nicht ewig warten lassen. Wenn man nicht auf der Hauptstrasse steht. Und sonst, viele haben Mühe im Kreisel. Bin auch schon erschrocken weil plötzlich einer auf meine Spur wollte. Unser Kreisel hat 3 Fahrbahnen.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
webbly,2022-05-05 11:57:00+00:00,"Das mit den Kreiseln,haben doch Experten geplant?Oder?",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Winu 1,2022-05-05 11:55:00+00:00,Man beachte dass so ein Kreisel eine halbe Million im Minimum gekostet hat. Kann man nur machen wenn eine Milchkuh unendlich Geld dem Staat abliefert. ,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Tom - Bern,2022-05-05 11:52:00+00:00,"Es gibt ja noch eine Möglichkeit. Und zwar indem man möglichst kreuzungsfrei baut. Wenn zwei Strassen aufeinander treffen, dann einfach die eine Strasse kurzzeitig als Tunnel bauen. Dies kann auch wechselweise erfolgen, so dass eine Strasse im gesamten Verlauf mal oberirdisch und mal unterirdisch verläuft. Kostet etwas mehr, aber so vermeidet man direkten Kreuzungsverkehr. Und wenn dann alle Strassen als Einbahnstrassen gebaut werden, fallen auch nur die Hälfte der Abbiegespuren an.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Mitchling,2022-05-05 11:51:00+00:00,merkwürdigerweise sind die Kreisel in Deutschland und Österreich viel besser ausgebaut viel breiter und keine Zebrastreifen mittendrin,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Roshe,2022-05-05 11:51:00+00:00,"Kreisel wären eine gute Lösung, wenn die Leute den Blinker richtig stellen würden und wenn die Masse an Verkehrsteilnehmern nicht derart hoch wäre. Ampeln sind die meiste Zeit ineffizient, selbst wenn sie intelligent eingestellt wären, was sie oft nicht sind.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Ännchen11,2022-05-05 11:20:00+00:00,"Die ganze Infrastruktur der Schweiz ist nicht für die vielen Einwohner gedacht die wir mittlerweile haben! Die Schweiz platzt doch jetzt schon aus allen Nähten! Die Autobahnen sind zu klein, die Ausfahrten nicht für so viele Fahrzeuge gedacht etc! Es braucht einen Bevölkerungsstop und nicht Ampeln!",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Beobachter57,2022-05-05 11:20:00+00:00,"Eine neue Generation Strassenplaner ist an der Macht. Die hätten nichts zu tun, also holen sie alte Modelle aus der Schublade. Ähnlich wie bei der Mode.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
G.Punkt,2022-05-05 11:17:00+00:00,"Wenn ihr doch nur blinken würdet, wenn ihr den Kreisel verlasst! 🫵🏼 Würde sicher einiges runder laufen!",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
LuegislandHellbuehl,2022-05-05 11:15:00+00:00,"Ganz einfach. Bussen für Nichtblinker verteilen. Beim dritten Mal Billetentzug. Und bei jenen Kreiseln die chronisch überlastet sind, reicht eine intelligente Ampelanlage die deaktivierbar ist. Dazu braucht man keinen Kreisel zu einer Kreuzung zurückbauen... zumindest nicht bei den einspurigen Kreiseln. Siehe Ausland.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Geissenpeter,2022-05-05 11:12:00+00:00,"jahrzehntelang hiess es der Verkehr muss fliessen, heute heisst es, der Verkehr muss künstlich verlangsamt und abgebremst werden.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Spring2022,2022-05-05 11:10:00+00:00,"Wenn der Kreisel so befahren wird wie es angedacht ist, entsteht bei den Ampeln sicher der grössere Stau. Solche Machenschaften gibt es nur bei uns, wo (noch) Geld vorhanden ist!",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
FlipFlopp,2022-05-05 11:09:00+00:00,"Kurz nach den Kreiseln Fussgängerstreifen - ich bin gegen den Vortritt von Fussgängern, obwohl ich selber Fussgänger bin . . .!",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Tom - Bern,2022-05-05 11:48:00+00:00,"@FlipFlopp - Sie wollen also die schwächsten Mitglieder des Strassenverkehrs noch weiter benachteiligen? Wo bitte, wenn nicht nach dem Kreisel, soll ein Fussgängerstreifen sein?
Nehmen wir einmal an, der Fussgängerstreifen wird 500 Meter nach dem Kreisel angebracht.
1. Nehmen wir eine Schrittgeschwindigkeit von 5km/h an, dann braucht ein Fussgänger um über die Kreuzung zu kommen nun ca 12 Minuten. (6 Minuten um zum Fussgängerstreifen zu laufen und 6 Minuten wieder zurück).
2. Wenn der Fussgängerstreifen weiter hinten ist, dann haben die Autos gerade wieder richtig beschleunigt und müssen dann wegen einem Fussgänger abbremsen. Auch wenig sinnvoll.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Stammtischphilosoph,2022-05-05 12:24:00+00:00,"@FlipFlopp 
Das funktionierte in den 70ern, aber heute hat es selbst in kleineren Städte häufig soviel Verkehr, dass man ohne Fussgängervotritt kaum mehr über die Strasse käme. Das würde dazu führen, dass Fussgänger unnötige Risiken eingehen und die Unfallzahlen steigen würden.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Beomann,2022-05-05 11:09:00+00:00,in thun weis der verkehrsplaner auch ohne kreisel umbau nicht mehr was er noch machen soll das der verkehr überhaupt nicht mehr fliesst,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
möögg,2022-05-05 12:17:00+00:00,"@Beomann 
Nach langem wieder mal Interlaken Thun über Gunten gefahren. Diese lange 30er Zone bevor man nach Thun kommt ist für gar nichts. Was man machen könnte, Anfang Thun einen Tunnel der von der Seite zur Autobahn führt. Da müsste man nicht die ganze Stadt durchqueren.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Grosi70,2022-05-05 11:07:00+00:00,Ja Kreisel sind gut… aber nur wenn der Durchmesser 100% grösser gemacht wird,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Weingarte,2022-05-05 11:06:00+00:00,"Es ist klar, wenn die Mehrheit das Kreiselfahren nicht beherrschen. Man müsste dann auch das Autofahren abschaffen.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Brittnauer86,2022-05-05 10:58:00+00:00,Warum muss es eigentlich so viele Kreisel geben? Gerade gut für das Lenkgestänge ist das auch nicht und das Rad Lager,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
SchweizerHonig,2022-05-05 10:53:00+00:00,Das Problem ist wohl eher wieviel Ressourcen da drauf gehen. ,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
lanciay,2022-05-05 10:53:00+00:00,Darum gibt es in den USA an jeder Kreuzung einen Kreisel.... Ein Blick ins Ausland wäre von Vorteil gesesen.,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Alaskamuh,2022-05-05 10:50:00+00:00,"Einerseits spricht man von weniger Beton und Strassen (Grüne), andererseits verlangt die SP mehr Velorouten. Was nun?",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
logger,2022-05-05 10:49:00+00:00,"Sind Ampeln die Dinger, die nachts um 1 Uhr noch minutenlang auf Rot sind? Sind Ampeln die Dinger,die einen mehrere Phasen oder ALLE in JEDE Richtung stehen lassen? Oder die von den ÖVs, wie weit weg sie noch sind, auf Rot geschaltet werden können, um so richtig alle zu schikanieren? Basel ist gemäss eine Ingenieurs über-versorgt mit Ampeln, was nur reizt, Ampeln bei Rot zu überfahren und Aggressionen zu schüren. Im links-versi.... Basel ist es zudem bewusst als Schikane so gestellt, um Leute mitAuto madig zu machen. Die Ampellobby-Produzenten machen gute Arbeit. Endlich können sie wieder Systeme verkaufen.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Reunion,2022-05-05 10:44:00+00:00,Uns wurde und wird noch viel erzählt was gut sein soll und in ein paar Jahren ist alles anders. ,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
MichiSG,2022-05-05 10:41:00+00:00,"Grundsätzlich und theoretisch sind Kreisel die beste Lösung gegen überlastete Strassen. Leider können A die wenigsten Fahrzeugführer einen Kreise korrekt befahren (z.B. halten obwohl kein Fahrzeug im Kreise ist, nicht Blinken, warten bis Fahrzeug aus dem Kreisel ausgefahren ist) und B sind viele Kreisel bei uns in der Schweiz viel zu klein.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Roshe,2022-05-05 10:40:00+00:00,"Wenn man alle, die vor dem Verlassen des Kreisels nicht (rechtzeitig) blinken, büssen würde, würde der Verkehrsfluss mit der Zeit besser werden. Es ist unglaublich, wie egoistisch manche Leute unterwegs sind. Leider gibt es von diesen Leuten immer mehr in diesem Land...",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Robert-Aschmann,2022-05-05 10:38:00+00:00,"Das Problem sind eigentlich nicht die Kreisel, sondern der Bevölkerungszuwachs!",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Vulkanausbruch,2022-05-05 10:55:00+00:00,"@Robert-Aschmann Und alle erzählen, dass wir die Zuwanderung und somit das Bevölkerungswachstum brauchen um die AHV zu finanzieren. Dass das Bevölkerungswachstum aber auch Kosten verursacht, wie auch hier wieder zu sehen, wird immer unter den Tisch gekehrt. Das Bevölkerungswachstum kostet uns mehr und reduziert den Wohlstand des Normalbürgers in der Schweiz. Es sind nur ein paar wenige die davon, auf Kosten von uns Bürgern, profitieren.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Rotirösli,2022-05-05 11:07:00+00:00,"@Robert-Aschmann und an denen, welche auch noch nach Jahrzehnten kein Kreisverkehr beherrschen. Zurück zu den Ampeln wäre ja zurück in die Steinzeit. Präventiv eine Stunde Theorie über das Thema Kreisel in jeder Firma würde scho helfen. ",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Juta,2022-05-05 11:17:00+00:00,"@Robert-Aschmann und unsere Schweizer Regel, dass wir die äussere Spur für zwei Ausfahrten benutzen, bremst der Fluss im Kreisel automatisch. In Frankreich fahren alle schon rascher in den Kreisel rein und bremsen nicht erst fast zum Stillstand ab wie bei uns. Wer hat diese Kreisel-Bremse erfunden? ",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Nick71,2022-05-05 10:37:00+00:00,"Aber falsch geregelte Ampeln wie in Biel, sind auch schlimm",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Peter 65,2022-05-05 10:36:00+00:00,"In Thun am Bypass habes sie eine solche Intelligente Ampel aufgestellt. Jetzt ist dort eine provisorische Baustellen A.pel, da die intelligente Ampel den Verkehr ausbremst! Und das will nun die ganze Schweiz?!?",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
sista666,2022-05-05 10:36:00+00:00,"Aufwand- und kostentechnisch sicher nonsens, verkehrstechnisch evtl. gut. Habe zig Kreisel auf meinem Arbeitsweg und nerve mich täglich über die vielen „Nichtblinker“ bei den Kreiselausfahrten! Ist das sooo schwierig, diesen kleinen Hebel zu betätigen?! 😡 Die bremsen den Verkehrsfluss total unnötig. Hier sollte die Polizei def. mehr Bussen verteilen. Dasselbe gilt für das langsame Einfahren in Kreisel, obwohl alles frei wäre…",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
20max,2022-05-05 10:35:00+00:00,"Rein technisch muss bei Ampeln eine Sicherheitszeit eingebaut werden, bei Kreiseln gibt es das nicht, da der Mensch (wenigstens die Meisten) die Lücken intuitiv und schneller nutzen können.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
"urs,li",2022-05-05 10:49:00+00:00,"@20max Da die wenigsten Verkehrsteilnemer vor dem ausfahren aus der Kreisverkehrsfläche wenn überhaupt ein Zeichen geben, seiesmit dem Blinker oder per Hand, muss auch beim einfahren in den Kreisverkehr immer eine Sicherheits Pause gemacht werden.
Ampeln, die im Kreuzungsmodus betrieben werden haben im übrigen keine Sicherheitszeit einprogramiert und offt sogar, sich überschneidende 
gelb Fasen.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
logger,2022-05-05 10:50:00+00:00,"@20max  ja auch die, die bei leerem Kreisel an der Einfahrt stehen bleiben und dann gaaaaaanz langsam weiterfahren....",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
HarryKant,2022-05-05 10:29:00+00:00,"Muss mann auch unbedingt grosszügig Leute aus der ganzen Welt in die Schweiz holen?
Oder will mir jemand sagen, dass es nicht stimmt:“ je  mehr  Bevölkerungszuwachs desto mehr Verkehr“!",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
KlausKlaus,2022-05-05 10:27:00+00:00,Es geht darum der Bauwirtschaft Aufträge zukommen zu lassen. Ob Ampel oder Kreisel spielt bei dem Verkehr eh keine Rolle mehr.,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Nationless77,2022-05-05 10:24:00+00:00,"Das Problem 1 Bevölkerungswachstum. 2. mit dem Hauptproblem nicht umgehen können und auf Dezentralisierung und Zersiedelung setzen. Wieso muss die einst ländliche Region Sursee verstädtert werden? Weil jedes ländliche Ort mit günstigeren Steuern und Grundstückspreisen lockt. 3. Problem. Dezentrale Zersiedelung fördert am Meisten Individualverkehr und längere Wege. So ist es nicht selten dass die welche in der Region Sursee gezogen sind in Luzern, Zug oder gar Zürich oder sonst im Aargau und Mittelland arbeiten und die Arbeitsplätze welche dort angeboten werden wiederum Pendler von diesen Gegenden anziehen. Da ist es ein Trugschluss dass da Velo gefahren werden soll, sondern belastet Strassen und ÖV-Netz. 4. Problem Kreisel müssten genug gross sein damit es mindestens Zweispurig anzulegen wären, an denen auch Geschäfts und Appartementshochhäuser hochgezogen gehören, womit man zuerst die grösseren Ballungsräume zu verdichten wären. ",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Vulkanausbruch,2022-05-05 11:02:00+00:00,"@Nationless77 Bezüglich Dezentralisierung bin ich nicht ihrer Meinung. Gerade die Zentralisierung der Firmen und der Wirtschaft haben zu diesem Problem geführt. Bevor jeder ein Auto hatte und überall hin zur Arbeit fahren konnte, mussten die Firmen zu den Arbeitskräften ziehen. Erst mit der Mobilität und dem Ausbau der Strassen hat die Zentralisierung der Wirtschaft diese massive Verkehrszunahme verursacht. Dies wurde leider auch noch durch die Wirtschaft und den Staat gefördert.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Quastl_Prima,2022-05-05 10:23:00+00:00,Zu viele Leute wohnen in Sursee.,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
logger,2022-05-05 10:51:00+00:00,@Quastl_Prima  und generell in der Schweiz.,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Ruedi1202,2022-05-05 10:06:00+00:00,Alle 10 Jahre 1 Million mehr Zuwanderer und dann wird das schon gut.,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Basler5,2022-05-05 10:04:00+00:00,"Last den Kreisel in Ruhe, das System funktioniert, es sei denn es hat Zauderer VOR dem Kreisel, die das System nicht verstehen.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Beomann,2022-05-05 10:02:00+00:00,auch unsere steuergelder wollen gebraucht werden auch für sinnlose ausgaben,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
WD47,2022-05-05 10:02:00+00:00,"Das Problem sind einzig die Verkehrsplaner. Warum nur gibt es nach zwei Meter einen Fussgängerstreifen. Durch diese werden die meisten Staus provoziert, indem der Verkehr nicht abfliessen kann. Mein Vorschlag: alle Fussgängerstreifen mindestens 5 Meter zurückversetzen.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
BrunoF1,2022-05-05 10:01:00+00:00,"Für alle die immer wegen den LINKS Blinker sich aufregen. TCS:
""Um den Verkehrsfluss in einem einfachen (einspurigen) Kreisel zu verbessern, kann ich meine Richtung bei der Einfahrt und im Innern des Kreisels signalisieren. Das ist allerdings nicht vorgeschrieben""

Und in Frankreich ist links Pflicht bis die Ausfahrt mit rechts abgezeigt wird.
Übrigens.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Sosicher,2022-05-05 10:00:00+00:00,"Wen auf jeder Ein und Ausfahrt ein Fussgängerstreifen steht , und jeder einzelne Fussgänger auf  seinen Vortritt beharrt , kann der Verkehr nicht flüssig sein . Wenn dann die Automobilisten im Kreisel anhalten müssen ist Stau die logische Folge.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Ramuz1989,2022-05-05 10:00:00+00:00,"Solange Sursee so ein mieses ÖV hat, bringt das nichts. 
Samstag fährt nicht mal ein Bus richtung Bowlingcenter obwohl da eigentlich viele Leute hingehen würden. ",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
dr.kaBOOMski,2022-05-05 10:00:00+00:00,"Tja, der Mensch braucht immer was zu tun.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Brittnauer86,2022-05-05 09:59:00+00:00,"Man sieht ja bei den Autos was passiert wenn es nur noch Kreisverkehr gibt, die Lenkstange an den Rädern und die Kugellager gehen häufiger kaputt , da hat die Politik nicht viel studiert. Sie können ja nichts dafür es sind sowieso nur Theoretikern.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Gusti_21,2022-05-05 09:57:00+00:00,"Sinnvoller wäre es wohl den ÖV in Quartieren zu führen, wo die meisten Benutzer vorhanden sind. Macht doch keinen sinn, das diese an die Hauptverkehrsachsen laufen müssen.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Djjocker,2022-05-05 09:56:00+00:00,Das Problem ist Überbevölkerung. Da kann der Kreisel wie auch das Ampelsystem nicht helfen.,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Risikomanager,2022-05-05 09:54:00+00:00,"Das wären sie schon, 90% der AutofahrerInnen sind beim Kreisel fahren total überfordert. Allerdings wären Ampeln recht gut wenn die endlich, und das im 21. Jahrhundert, effizient gesteuert würden. ",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
höcky,2022-05-05 09:52:00+00:00,Wer Kreisel richtig fahren kann ist im Vorteil.,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Mitchling,2022-05-05 09:51:00+00:00,"Es gibt sehr viele Pseudokreisel in der Schweiz. zbsp. Sirnach! Und die Doopelkreisel checkt sowieso niemand. Und Fussgängerstreifen haben sowieso nichts beim Kreisel zu suchen.
Also Pro Ampel!
 ",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Brigä_A,2022-05-05 09:47:00+00:00,Ampeln brauchen Strom. Der wird so oder so knapp. ,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Rpffe78,2022-05-05 09:42:00+00:00,Ich hätte noch eine Bessere Lösung parat; machen wir doch die Personenfreizügikeit einfach Rückgängig,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
FlipFlopp,2022-05-05 09:42:00+00:00,"Es war einmal eine gute Lösung - nur heute, in Anbetracht des Verkehrsaufkommens und dem Vortritt der Fussgänger inkl. der Rücksichtslosigkeit vieler, ist das System veraltet!",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
_Leser007_,2022-05-05 09:32:00+00:00,Natürlich will man auch hier die Kontrolle haben,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Haubi3,2022-05-05 09:29:00+00:00,"Ich bin der Meinung dass die Fussgängerstreifen viel zu nahe an den Kreisverkehren sind!
1 Person bringt vielerorts den ganzen Kreisel zum stehen, ohne böse Absicht.
",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
PE-K,2022-05-05 09:29:00+00:00,und dann wieder mehr Stromverbrauch!,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
MarkusHa.,2022-05-05 09:28:00+00:00,"Denn sie wissen nicht, was sie tun!",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
_Leser007_,2022-05-05 09:25:00+00:00,Ampeln kann man steuern;) Auch hier will man die Kontrolle haben,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Mulder,2022-05-05 09:23:00+00:00,"Ampeln vor die kreisel schalten, ampeln mit künstlicher intelligenz",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
MitGesundemMenschenverstand,2022-05-05 09:23:00+00:00,"Ende der 70er wurde der Kreisel in Frauenfeld wieder abgebaut! 
So - jetzt wurde genug Kohle verpasst und jetzt muss das 🚲 neu erfunden  werden. Kohle muss ja verpulvert werden.
Einfachere Lösung - vorerst  - Nicht-Blinker höher bestrafen und den Reissverschluss unbedingt einführen - bei Nicht-Einhaltung Busse verteilen. 
Eventuell muss man die Kreisel nicht zurück bauen, wenn die Autofahrer nicht nur an sich denken.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Per_Gynt,2022-05-05 09:23:00+00:00,"Herr Zbinden:""Viel wichtiger sei eine konsequente Förderung des öffentlichen Verkehrs und Veloverkehrs in der Region Sursee"".
Viel wichter wäre eine konservativere Einwanderungspolitik, mehr Menschen bedeuten nun mal mehr Verkehr, nicht nur mehr Umsatz!",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Frumsi,2022-05-05 09:22:00+00:00,"grundsätzlich hatte und habe ich das Gefühl mit dem Kreisel laufe der Verkehr besser als mit Ampeln. Schwachpunkte liegen eher bei doppelschpurigen Kreisel, da viele Verkehrteinehmer, wie auch Velos,  verunsichert sind. Auch bei der Ausfahrt des Kreisels sind zu 80% immer noch Zebrastreifen vorhanden. Nicht ganz ungefährlich. ",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
ja77fg,2022-05-05 09:21:00+00:00,die kreisel nerven .,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
rodonsli,2022-05-05 09:20:00+00:00,das selbe Problem gibt's mal bei den grünen Wärmepumpen,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
PippoTI,2022-05-05 09:13:00+00:00,"Interessant, offensichtlich ist unsere Politik mit alles überfordert und nicht mal über die Trends der Mobilität informiert. Kein Wunder dass sie nicht in der Lage sind integrative und zukunftsfähige Lösungen zu entwickeln.
",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Smörf,2022-05-05 09:07:00+00:00,"Wissen unsere "" Experten "" was sie erzählen. 
Einmal so, dann wieder so.
Der Bürger darf natürlich, wie immer bezahlen. ",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Haubi3,2022-05-05 09:07:00+00:00,"Ich habe kein Verständnis für diese Idee.
Wären die Leute Automobilisten bei der sache gäbe es auch kein Problem! 
Dieses gezögere und gebremse obschon man direkt Zufahrten könnte.
Jeder zweite muss noch anhalten, es könnte eine Stoppstrasse sein.
Einzig in Betracht ziehen könnte man in meinen Augen stark befahrenen Quer-Strassen mit Ampeln zu dosieren.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Lucy254,2022-05-05 09:06:00+00:00,"Kreisel sind zu eng, und es wird noch bis zur Unüberschaubarkeit etwas draufgebaut. Dazu dann noch Fussgängerstreifen am Kreisel. Zu guter Letzt, viele scheinen so was wie Reisverschlussverkehr nicht zu kennen. Wenn du von der etwas weniger befahrenen Strasse kommmst wartest du dir einen Wolf. Keiner lässt dich rein. Bitte wieder Ampelverkehr, dann funktionierts auch wieder. Sogar mit den Fussgängern, die einfach mit sturem Blick aufs Handy auf die Strasse latschen.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
DaniloBlenio,2022-05-05 09:05:00+00:00,Nur jede/r zweite setzt Blinker. Besser Blinken im Kreisel statt beim Rausfahren. So handhaben es die Aussis.,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
"Ich,Rolf",2022-05-05 09:04:00+00:00,"Ist die Bezeichnung Kreisverkehr für Schweizer zu kompliziert? Alle reden hier von Kreisel, obwohl ich noch nie einen kreiselden Verkehrsweg in der Schweiz entdecken konnte.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Anony_Mia,2022-05-05 09:03:00+00:00,"ich find Kreisel toll 😎 vor allem die, die kurz vor bzw. nach einer Kurve kommen und wo dann gleich im unmittelbaren Anschluss noch Fussgängerüberwege sind (und Fussgänger die nicht auf den Verkehr achten, weil sie ja Vortritt haben… macht sich echt gut wenn man grad beschleunigen will).  Noch besser die, deren Bepflanzung oder auch Bebauung so hoch sind, dass man nicht sieht was auf der anderen Seite kommt, E- Velofahrer zB.  von all denen, die nicht wissen, dass man den Blinker setzt bzw. Handzeichen gibt beim verlassen des Kreisels  ganz zu schweigen. Aber die, die viel zu eng sind für grosse LW , die sind lustig 🙈(Ironie off oder doch on?) ",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
DaniloBlenio,2022-05-05 09:02:00+00:00,"Kreisel wären der Hammer, wenn man das Reissverschlussprinzip einführen würde und wenn man konsequent die Blinker setzen würde. Blinker sparen kann man übrigens nicht. In Australien muss man übrigens den Blinker im Kreisel setzen, damit man weiss, dass man im Kreisel bleibt und beim Verlassen ohne Blinker heisst Achtung ich fahre aus dem Kreisel",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
